effect,component,group,term,estimate,std.error,conf.low,conf.high
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.1392242117632796,0.19278024399263674,-0.24601724102863204,0.4976965873470899
fixed,cond,NA,(Intercept),-0.008919124367820322,0.11520293016976424,-0.23037796109268663,0.2177983968739661
fixed,cond,NA,X_c,0.23163639885837023,0.10533915577577302,0.03012913776812536,0.44044947396876183
fixed,cond,NA,X_k,-0.1734373636884732,0.16170299550049186,-0.48821498114752304,0.13722562188380616
fixed,cond,NA,X_c:X_k,-0.07266316090487186,0.18170349747484218,-0.43742468378495836,0.2793748904565064
ran_pars,cond,item_id,sd__(Intercept),0.5989661077943766,0.04880976335810178,0.5144496993368035,0.7014130888527972
ran_pars,cond,item_id,sd__X_c,0.5237769559294221,0.05358058564001254,0.42852986292073114,0.6369721977644175
ran_pars,cond,subj_id,sd__(Intercept),0.6146608901404457,0.07585323100891371,0.4850462211824024,0.7798422720462416
ran_pars,cond,subj_id,sd__X_c,0.5260326273387128,0.07427225055097465,0.3970965231600752,0.6875912153657836
ran_pars,cond,subj_id,sd__X_k,0.6551748267429052,0.0889821011739066,0.5078400613075763,0.8548540219986166
ran_pars,cond,subj_id,sd__X_c:X_k,0.771352153971877,0.12094342836995584,0.5619709538032858,1.0358058659344371
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.14686751491485575,0.1269582964886047,-0.3831756695012293,0.10319699868954321
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.020159914968044684,0.16933267498565938,-0.34241067437661105,0.32061088068858357
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.16836264397452777,0.16305066469179036,-0.16412444557600975,0.4744254196834495
ran_pars,cond,subj_id,cor__X_c.X_k,0.26224458894040314,0.16460048680382403,-0.06547751277019997,0.5683757279386603
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.06310073533725404,0.1838271816502144,-0.28859993532297323,0.42393850481698464
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.20503755827996822,0.1842152960278736,-0.16175732151317856,0.5373306542533144
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.012556095825736668,0.18675826219152383,-0.37517348005673035,0.3484109048725874
fixed,cond,NA,(Intercept),-0.0901200223822805,0.1302017351279986,-0.34052407300555176,0.16940012404300092
fixed,cond,NA,X_c,-0.09382194212883821,0.11900388555336397,-0.3207138383569192,0.13695785733988344
fixed,cond,NA,X_k,-0.39220651342723184,0.14708447134503316,-0.6781827178351176,-0.09365530021342981
fixed,cond,NA,X_c:X_k,0.09507450558399173,0.16007200139193603,-0.20863659890471947,0.4138098039296296
ran_pars,cond,item_id,sd__(Intercept),0.5652425026470257,0.045230903086204755,0.4840078849080686,0.6587551969146346
ran_pars,cond,item_id,sd__X_c,0.5443112070200612,0.05378902844848947,0.44654951234113566,0.6576779313466067
ran_pars,cond,subj_id,sd__(Intercept),0.7066054731264537,0.08578222437447389,0.558175512472475,0.8906650801768401
ran_pars,cond,subj_id,sd__X_c,0.6320774926194833,0.08375703739795017,0.48650600392280924,0.8136988992464119
ran_pars,cond,subj_id,sd__X_k,0.5630056549106801,0.07785485791104982,0.429584934902545,0.7337506375546109
ran_pars,cond,subj_id,sd__X_c:X_k,0.5809388331667638,0.10859398351540915,0.3818932442539766,0.8100668249417623
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.05841986865982914,0.1258469601005837,-0.30563572913618003,0.18560610648462453
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.02342236308481064,0.17107579097758913,-0.3169123680672732,0.3525094909962128
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.03609939923110364,0.16946833998816505,-0.37296028996469205,0.2874755079064291
ran_pars,cond,subj_id,cor__X_c.X_k,-0.01747590318538469,0.18598787791731403,-0.3837659213082886,0.3337313568831618
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.4071555162229623,0.1750864143918303,0.035523521568594695,0.7071322951452378
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.13973342668876104,0.19829494470414005,-0.5015940045353936,0.25627403332589643
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.21275571099029483,0.20248127400932445,-0.5898909725169096,0.2016119758622724
fixed,cond,NA,(Intercept),0.0415763242797338,0.11988230041045739,-0.1947106161069672,0.2797623895361325
fixed,cond,NA,X_c,0.09206240643473568,0.1401499512830304,-0.17765241853722008,0.3680824786005422
fixed,cond,NA,X_k,0.2923990677069301,0.16702265190086052,-0.04116229646711896,0.6149518748292954
fixed,cond,NA,X_c:X_k,-0.23364966838578746,0.17899784566776425,-0.6054916144412228,0.11638682087935276
ran_pars,cond,item_id,sd__(Intercept),0.6356067773456939,0.052437250762448394,0.5444416369709708,0.7461918764703689
ran_pars,cond,item_id,sd__X_c,0.6299682796917611,0.05906380856558861,0.51997257325845,0.7544612356186704
ran_pars,cond,subj_id,sd__(Intercept),0.6499827773946789,0.08052989015561927,0.517686091080667,0.8339343755959767
ran_pars,cond,subj_id,sd__X_c,0.7256462829577658,0.09217992487478383,0.5678681271413316,0.9307593395592412
ran_pars,cond,subj_id,sd__X_k,0.6641211161796426,0.0888744279832702,0.5106374609116033,0.8586149106645484
ran_pars,cond,subj_id,sd__X_c:X_k,0.6263000000607352,0.11069169361163535,0.4336682037798291,0.8667998067252414
ran_pars,cond,item_id,cor__(Intercept).X_c,0.12608132284552181,0.11991087805867746,-0.10805127476714607,0.352856421476913
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.10298555051617375,0.16241354915373923,-0.2189569381819325,0.4155835328196323
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.026367434475418703,0.16507326563227367,-0.34336807193288943,0.2886326491182212
ran_pars,cond,subj_id,cor__X_c.X_k,0.20506505987855497,0.15822710105245333,-0.11758540601471265,0.4871964777066236
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.28226965371928053,0.18763255671801923,-0.6237026140045157,0.1045551142114186
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.27366301368041585,0.1844978756197655,-0.6077559926454836,0.10134880836740313
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.005690873610623406,0.19486608918986345,-0.38810267436584633,0.3720117248481356
fixed,cond,NA,(Intercept),-0.024756991886331986,0.1334800105966405,-0.28718626987029156,0.23633546116976237
fixed,cond,NA,X_c,-0.19713871006422282,0.12133981951704764,-0.43979259914586877,0.03268390308094204
fixed,cond,NA,X_k,-0.124177018260384,0.17855591356207823,-0.47279929690397227,0.21574556261772987
fixed,cond,NA,X_c:X_k,0.1468062441284802,0.15851887231840925,-0.171901248127287,0.4550975192410505
ran_pars,cond,item_id,sd__(Intercept),0.6459139441171058,0.051686833500943434,0.5498293579231466,0.7551117875787938
ran_pars,cond,item_id,sd__X_c,0.5959019489052318,0.05735428163858721,0.49079354909940864,0.7176088894461611
ran_pars,cond,subj_id,sd__(Intercept),0.7202000071657418,0.09061393667346933,0.5698372397620658,0.9227317877108072
ran_pars,cond,subj_id,sd__X_c,0.6045427157033801,0.082328756414114,0.46524455786698393,0.7865550651347979
ran_pars,cond,subj_id,sd__X_k,0.728575185222617,0.0935208444011624,0.5684545844162875,0.9304780389298125
ran_pars,cond,subj_id,sd__X_c:X_k,0.5183741057732628,0.11018344457955458,0.3225367925894371,0.753117596806996
ran_pars,cond,item_id,cor__(Intercept).X_c,0.20307036430076048,0.11822823863868322,-0.03452688525332913,0.42642021594197926
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.052641490089186636,0.16521973351716526,-0.2635204454146697,0.3743722428672799
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.0171615464853845,0.1645606136753365,-0.2981245433629493,0.33012238261969806
ran_pars,cond,subj_id,cor__X_c.X_k,0.09814753557941186,0.17613736993749174,-0.2485546338094075,0.4423003772072169
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.0730056944970723,0.2010635483748184,-0.45876460260364943,0.3248991461692596
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.42420737710187456,0.19065381661754777,-0.75231838249731,-0.021290677713104562
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.2528535739464953,0.19784949502290672,-0.15609844051743266,0.6119208006440275
fixed,cond,NA,(Intercept),0.08411977553014198,0.12721899979985044,-0.16057284967341015,0.3413471651648795
fixed,cond,NA,X_c,0.040682211664665555,0.11134132765844698,-0.1778605815446808,0.26357397304059543
fixed,cond,NA,X_k,-0.24811818607867234,0.14856902375778877,-0.5437312137162137,0.03748238412274816
fixed,cond,NA,X_c:X_k,-0.06176574610928847,0.17040585336890554,-0.3849521360345739,0.2765442919599712
ran_pars,cond,item_id,sd__(Intercept),0.5913379934834181,0.04783048487035432,0.5064646834990607,0.69286898769018
ran_pars,cond,item_id,sd__X_c,0.6172097833122016,0.057816441456337145,0.5129272720832634,0.7412813536323397
ran_pars,cond,subj_id,sd__(Intercept),0.7320072922571984,0.09329013836342526,0.5768609549627441,0.9393059987765258
ran_pars,cond,subj_id,sd__X_c,0.5501497061384336,0.07756151482341342,0.4174866405234526,0.7244585238191424
ran_pars,cond,subj_id,sd__X_k,0.6298009476147188,0.08509079464360199,0.4846023977300417,0.821702434532277
ran_pars,cond,subj_id,sd__X_c:X_k,0.6015990066385398,0.11202853276293398,0.40251439513476195,0.8359491091113895
ran_pars,cond,item_id,cor__(Intercept).X_c,0.008643335170404082,0.12403344410320385,-0.23184904456582686,0.24762083205133825
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.0028363845041640225,0.17524366997016877,-0.35061299665622647,0.340804317354486
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.15123569092441522,0.16474985763460567,-0.18080402642861443,0.45607552812450647
ran_pars,cond,subj_id,cor__X_c.X_k,0.08068688470077508,0.17034653921156043,-0.24858652000653741,0.41649526414795984
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.036375919570386786,0.19428377119850954,-0.40487977944553166,0.3427383569688366
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.09835539922705352,0.20010935717739978,-0.29200555707231796,0.4715842690080756
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.11542067955706836,0.19749931086769137,-0.28224019371112075,0.4871452594312137
fixed,cond,NA,(Intercept),0.2160819843743517,0.12058428100532456,-0.0287872225234769,0.4517057789758927
fixed,cond,NA,X_c,-0.0688340497892665,0.13620451236000983,-0.348442801198427,0.1969974587183492
fixed,cond,NA,X_k,-0.14247316008258354,0.15006839744177614,-0.4363590251235346,0.1485083295683857
fixed,cond,NA,X_c:X_k,-0.16445556628687236,0.1739197752059992,-0.49569435523245586,0.18093134366178132
ran_pars,cond,item_id,sd__(Intercept),0.5527797170185378,0.04441564733259469,0.4703887817385153,0.6442400823479846
ran_pars,cond,item_id,sd__X_c,0.6509793106441709,0.06176230768204299,0.537844461031986,0.7842794471032045
ran_pars,cond,subj_id,sd__(Intercept),0.6408342922903699,0.08392891376093947,0.502779518305497,0.8245182637675114
ran_pars,cond,subj_id,sd__X_c,0.7179000248966024,0.09260876309582114,0.5614835280530591,0.9172077627527604
ran_pars,cond,subj_id,sd__X_k,0.6394352133875464,0.09002765317151115,0.4870989996357291,0.845730648663471
ran_pars,cond,subj_id,sd__X_c:X_k,0.5429658325468754,0.1067972554609992,0.35237928183355893,0.768036242408969
ran_pars,cond,item_id,cor__(Intercept).X_c,0.15588675228693533,0.1184432313216952,-0.07392210209751401,0.38263492093705537
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.2464239640186896,0.1657600741295276,-0.5494689365413141,0.09705056021933167
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.003236532762778385,0.17015207067898655,-0.3361091218287802,0.3313390194742459
ran_pars,cond,subj_id,cor__X_c.X_k,-0.004233444583538955,0.17339167070126238,-0.3374268315268857,0.33661305722103485
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.10323338419263028,0.2075494814563266,-0.29810125713400165,0.49443222957424565
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.3595895415783747,0.19230091674358288,-0.047143992169090695,0.7003887460838246
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.01215217894939337,0.20762906285940902,-0.41291210162296377,0.38543775906454913
fixed,cond,NA,(Intercept),-0.08647102498391736,0.1095041885802742,-0.2990392757719002,0.13388061220377567
fixed,cond,NA,X_c,0.03506611280364671,0.12071042415516464,-0.20486897894105938,0.2708743596267687
fixed,cond,NA,X_k,0.0778347944396548,0.16697260082933232,-0.2492024047492523,0.40781663688449465
fixed,cond,NA,X_c:X_k,-0.23199002745851804,0.1973076100676635,-0.6253979426732236,0.15112943798629055
ran_pars,cond,item_id,sd__(Intercept),0.6582147005734394,0.052418903034829094,0.5627256857901758,0.7699788553041574
ran_pars,cond,item_id,sd__X_c,0.6272425376603066,0.058747674458808734,0.5213005910346067,0.7468619665732034
ran_pars,cond,subj_id,sd__(Intercept),0.5451284182996599,0.0666770674573091,0.4259528071234793,0.6933068664789266
ran_pars,cond,subj_id,sd__X_c,0.6049533733968266,0.08111824013108407,0.4676902238114316,0.7845915084118277
ran_pars,cond,subj_id,sd__X_k,0.5923652795804261,0.07871542033684684,0.45572115786142475,0.7680591488791892
ran_pars,cond,subj_id,sd__X_c:X_k,0.82279619482087,0.12745057254897174,0.607682957533815,1.1037633532793931
ran_pars,cond,item_id,cor__(Intercept).X_c,0.20602009051069967,0.12080806154888313,-0.04262870804715555,0.4355416956349015
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.15637372406598832,0.162497369538336,-0.1648963371833401,0.46430079006849123
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.1335271069120805,0.17030231657315506,-0.19377627722507076,0.4583764862749786
ran_pars,cond,subj_id,cor__X_c.X_k,0.20534022611574498,0.16823559786145034,-0.14612137427550712,0.5063599725139457
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.045125860223601294,0.18003521743369635,-0.3901940182682661,0.30633298546692767
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.030152222566883803,0.18066069814262134,-0.38042934538378304,0.3166865834419271
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.10198341665308362,0.18662874470558427,-0.4518978740648126,0.2597492072056921
fixed,cond,NA,(Intercept),0.0036463345154963333,0.11729190490413345,-0.22528779646162553,0.2344150452570374
fixed,cond,NA,X_c,0.13983814652737375,0.12365402439501366,-0.10513609537834656,0.3804015990893305
fixed,cond,NA,X_k,-0.1762638824005491,0.14481680502235592,-0.4596911740487665,0.10160517460885314
fixed,cond,NA,X_c:X_k,0.03653143337152023,0.16169602856753326,-0.2819510571621706,0.351046366158051
ran_pars,cond,item_id,sd__(Intercept),0.5343439675076087,0.04302172202359272,0.4580303754263667,0.6239290806438563
ran_pars,cond,item_id,sd__X_c,0.5233536717492893,0.054152879643325616,0.4250033705540704,0.636034666026313
ran_pars,cond,subj_id,sd__(Intercept),0.656396355636425,0.0803347868509504,0.5174962516807053,0.8329460584832012
ran_pars,cond,subj_id,sd__X_c,0.665660558181326,0.09072614876941291,0.5149256389964928,0.8712709058743664
ran_pars,cond,subj_id,sd__X_k,0.5968826566717059,0.08192056773814119,0.45633224757836666,0.7708110596608672
ran_pars,cond,subj_id,sd__X_c:X_k,0.6477538616936408,0.11150198705992942,0.45512202013233183,0.8855743221583611
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.011029757778219115,0.1291372603778498,-0.25941011752861276,0.24502327883148048
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.09628941855287888,0.1700875449203806,-0.25580480511540993,0.41669691174879425
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.1364711950342198,0.16520219422324436,-0.45405446042666553,0.19205824049985068
ran_pars,cond,subj_id,cor__X_c.X_k,-0.09238402951038442,0.17106911903718344,-0.4202645262474681,0.23359882986962635
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.12273837728318564,0.18844809931347056,-0.4779192208506036,0.25618819072348503
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.05605116782917332,0.19119008465088977,-0.42229359234264474,0.31773463539985924
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.07753824607384345,0.19159656001960557,-0.2930834285542032,0.44372573933226356
fixed,cond,NA,(Intercept),-0.06227084079380615,0.1332209604738946,-0.3141872544559155,0.20022475854400967
fixed,cond,NA,X_c,-0.09241949468948395,0.12072878544867115,-0.3253224777319197,0.14031292067070328
fixed,cond,NA,X_k,-0.08353691705382867,0.1675709131753544,-0.4073546906210419,0.24430934920563557
fixed,cond,NA,X_c:X_k,-0.041480127241623754,0.1653367820272431,-0.37485179466806895,0.2811238694919326
ran_pars,cond,item_id,sd__(Intercept),0.5377398297383835,0.04326836330102306,0.4612331130173572,0.6286231499925398
ran_pars,cond,item_id,sd__X_c,0.6454983278813997,0.06030439501456231,0.5335376362496178,0.7712747719913281
ran_pars,cond,subj_id,sd__(Intercept),0.7704314704852255,0.09608886369660014,0.6058533260755523,0.9831419320557037
ran_pars,cond,subj_id,sd__X_c,0.6227137527611066,0.08698440357268876,0.47696201745609584,0.8213602901371235
ran_pars,cond,subj_id,sd__X_k,0.7667209629074128,0.10069188078733382,0.5926067785399798,0.9918147841890477
ran_pars,cond,subj_id,sd__X_c:X_k,0.4827904313999363,0.11712063579400879,0.2667656532619201,0.7098383194855782
ran_pars,cond,item_id,cor__(Intercept).X_c,0.029884076437215013,0.12424849876382636,-0.2115127400370011,0.2740252937189147
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.16187838957521805,0.16317467220394197,-0.16925418211412296,0.46967167334676946
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.06710813164273474,0.1621648545327227,-0.3751942196612578,0.25554073123771015
ran_pars,cond,subj_id,cor__X_c.X_k,-0.22753602673406412,0.16698639148507058,-0.5390438755470278,0.11067701105483642
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.15342063491058808,0.22419428026690819,-0.5706366797836371,0.2971015088256253
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.08322347623970919,0.23028750494696826,-0.517237872637651,0.387967694750328
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.05537067679021799,0.21516165415378632,-0.3667325319705476,0.4594431016925368
fixed,cond,NA,(Intercept),0.015513668254971528,0.12533275946203032,-0.2322360770601153,0.2761384612892277
fixed,cond,NA,X_c,0.05731611741098166,0.11625670534634341,-0.17198155533544934,0.28009878860803766
fixed,cond,NA,X_k,0.07237074291732098,0.19215052440518926,-0.3121744456540533,0.4389651980139982
fixed,cond,NA,X_c:X_k,-0.22385354345167494,0.16694729446757134,-0.5635805783773451,0.10505872895140404
ran_pars,cond,item_id,sd__(Intercept),0.6423603586050505,0.05073131160084846,0.5514164655635367,0.7501986924919015
ran_pars,cond,item_id,sd__X_c,0.5783731109628826,0.05759307614535224,0.4750002913887742,0.7041965185261616
ran_pars,cond,subj_id,sd__(Intercept),0.6910930475459245,0.08565609135130273,0.5473248786418047,0.8801107733015309
ran_pars,cond,subj_id,sd__X_c,0.604013738655075,0.08195449640748766,0.46645523667055105,0.7807451109956048
ran_pars,cond,subj_id,sd__X_k,0.8390555507208096,0.11007326397707641,0.6511791839789111,1.0951152134445634
ran_pars,cond,subj_id,sd__X_c:X_k,0.6120685256785371,0.11487461946407689,0.4159038224520213,0.8653655347716468
ran_pars,cond,item_id,cor__(Intercept).X_c,0.028351585498444236,0.12474796022402504,-0.21963918252438197,0.27411947635724193
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.16749806223694438,0.16690059472061514,-0.47950896650704317,0.18101802445981902
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.13243526768794342,0.1610586081664756,-0.43748473993311876,0.19319780681989124
ran_pars,cond,subj_id,cor__X_c.X_k,0.03663686674537979,0.16482304315558977,-0.28120105570089676,0.3445066179130669
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.3038587559569388,0.18669548667302735,-0.0821581397051025,0.6429829570941537
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.26873390003903647,0.190835947828393,-0.11834641700847147,0.6102036930466644
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.009098938719774241,0.19320559901098855,-0.3849546560154369,0.3658721345075753
fixed,cond,NA,(Intercept),-0.10060069647952395,0.13738816137980914,-0.35550091928818855,0.18759369919013671
fixed,cond,NA,X_c,0.0331160051911679,0.11993857379656223,-0.19608851362459048,0.27191255832461825
fixed,cond,NA,X_k,-0.2300844456324527,0.17404815678529956,-0.5677545296765947,0.11784745737999533
fixed,cond,NA,X_c:X_k,-0.05797936861373966,0.16767706601449736,-0.39148946443840826,0.2622744082980005
ran_pars,cond,item_id,sd__(Intercept),0.5887623416681398,0.047021317226489445,0.502041057705258,0.689446385231353
ran_pars,cond,item_id,sd__X_c,0.6059292938786779,0.06055478591212911,0.4952995055933301,0.7320432895136878
ran_pars,cond,subj_id,sd__(Intercept),0.7181166413265462,0.0897696635326052,0.5677078098035244,0.9270917906940555
ran_pars,cond,subj_id,sd__X_c,0.6216573251252842,0.08395708590009844,0.47814938439101334,0.8124695434761049
ran_pars,cond,subj_id,sd__X_k,0.7723764346140857,0.10426895435813323,0.595161827525802,1.0060857406662698
ran_pars,cond,subj_id,sd__X_c:X_k,0.5495361856333447,0.11498116332530488,0.3430217277139531,0.8080272302393594
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.21315744319183227,0.1168617792679529,-0.4262558607484265,0.02836075017102725
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.2814417736004877,0.15569397135134722,-0.5487277552174378,0.05265670922874702
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.02253260924647377,0.16744293194654572,-0.3082131612303966,0.3453379758069999
ran_pars,cond,subj_id,cor__X_c.X_k,-0.20321872277479566,0.17684853468554887,-0.5274636737099186,0.1531564938162688
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.16491719609050076,0.2017297143350572,-0.540543227547155,0.23771614068111616
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.6069843609122774,0.16365470030096893,0.23076588355414357,0.8626481202580589
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.47377337263110647,0.18355155631316403,-0.7766943783112193,-0.05882829855263595
fixed,cond,NA,(Intercept),-0.20238387185770063,0.12013485052825869,-0.4319957207481243,0.030567810570693077
fixed,cond,NA,X_c,-0.031905702062941174,0.12518783627576055,-0.27616825528815386,0.21372018982046131
fixed,cond,NA,X_k,-0.008450417753821389,0.15042902721701878,-0.3027974393233416,0.2891519773693636
fixed,cond,NA,X_c:X_k,-0.03549551195929284,0.1542034426136137,-0.3429008454703924,0.26446126849481694
ran_pars,cond,item_id,sd__(Intercept),0.5558668257488489,0.04722717132969652,0.4755280743782761,0.6607727928651579
ran_pars,cond,item_id,sd__X_c,0.5885256556492678,0.05614845728843203,0.48612001387599524,0.7055156239923109
ran_pars,cond,subj_id,sd__(Intercept),0.6597647766221978,0.08229823077570693,0.5196378597456719,0.8359489465969175
ran_pars,cond,subj_id,sd__X_c,0.6632617364726897,0.0864564541148638,0.5137287121930774,0.8541405127585588
ran_pars,cond,subj_id,sd__X_k,0.6245675316689717,0.08044917771930857,0.4841093657468824,0.8016504102293255
ran_pars,cond,subj_id,sd__X_c:X_k,0.4582420103205076,0.10799031347589381,0.2561716250570789,0.6818860858744429
ran_pars,cond,item_id,cor__(Intercept).X_c,0.06518655199823314,0.12277064269410828,-0.18147066834805337,0.29883937369817704
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.32186049669194916,0.15281001401420002,-0.5898488050448099,-0.009244887668384315
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.041580682663540765,0.16930714263083735,-0.3629210608297989,0.2954853534104863
ran_pars,cond,subj_id,cor__X_c.X_k,0.24133735752201052,0.16033912684227977,-0.08570364970409064,0.5343502182882125
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.11921049156878871,0.2173447113617437,-0.317291349202955,0.5200879309144334
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.47231241782340144,0.19138245859764066,-0.8046741988775666,-0.06661811812318269
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.12960212703890345,0.2185354561149322,-0.3012295118048527,0.5392564461685214
fixed,cond,NA,(Intercept),-0.023251094391023172,0.11271108569270054,-0.24573305931678155,0.1925700482714079
fixed,cond,NA,X_c,-0.05573119592044416,0.1212971667131816,-0.28853328912066506,0.18217354751044268
fixed,cond,NA,X_k,0.1609088234368992,0.14211123623755934,-0.12976303900503058,0.43824793518369787
fixed,cond,NA,X_c:X_k,0.1924588909143458,0.16018208297437478,-0.12662631322846435,0.5120918270543938
ran_pars,cond,item_id,sd__(Intercept),0.55875460370728,0.044473360542210814,0.4812340587443363,0.6564650755946561
ran_pars,cond,item_id,sd__X_c,0.571085114372206,0.05716473663177734,0.4691289717217053,0.6930431542341975
ran_pars,cond,subj_id,sd__(Intercept),0.6359384575788192,0.08037834722644341,0.4972612632250877,0.8201635270093295
ran_pars,cond,subj_id,sd__X_c,0.6271432884990565,0.08454092401905293,0.4823155675223601,0.8151294116833314
ran_pars,cond,subj_id,sd__X_k,0.4857764389421317,0.06753623910645279,0.371885356100144,0.6364297177349661
ran_pars,cond,subj_id,sd__X_c:X_k,0.5776464723648167,0.10656577659249736,0.39039628151106953,0.8054279752652931
ran_pars,cond,item_id,cor__(Intercept).X_c,0.2829920723332076,0.11715192178030143,0.04226086997745696,0.49949920287664173
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.025955189537935994,0.17645943402553638,-0.316213407260246,0.35967844469750615
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.010797665729957226,0.1688414965763786,-0.3088884941072617,0.3365611539841147
ran_pars,cond,subj_id,cor__X_c.X_k,-0.10833422083952716,0.17839546405180237,-0.4395659155550342,0.25694685731925515
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.13968014446107496,0.19368793466045015,-0.5081562807123345,0.24099833285680475
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.09088692743000157,0.19628816263482207,-0.4636415932575079,0.2978533502266472
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.2683479036416381,0.1985097107539835,-0.14402353104636978,0.6254366883393045
fixed,cond,NA,(Intercept),0.12690512088802114,0.10769552861434838,-0.0854500395084191,0.33522132528473625
fixed,cond,NA,X_c,0.008223026658115024,0.10025820130310009,-0.19257033487532857,0.20690649647491832
fixed,cond,NA,X_k,-0.19400308606726005,0.16241019170384685,-0.5092930169860665,0.12333358946847303
fixed,cond,NA,X_c:X_k,0.19125115224688863,0.17265335940922588,-0.15094429190495737,0.5277846355796414
ran_pars,cond,item_id,sd__(Intercept),0.6110023941714723,0.049058786273078955,0.5239948841849708,0.7125886626595003
ran_pars,cond,item_id,sd__X_c,0.5927542417628813,0.05533602907916927,0.4906334859555592,0.7054006001930777
ran_pars,cond,subj_id,sd__(Intercept),0.5749774952778958,0.07438491774664104,0.4489746459076982,0.749849410297628
ran_pars,cond,subj_id,sd__X_c,0.44978789040508454,0.06703587311369653,0.33539694700897404,0.5950093573120481
ran_pars,cond,subj_id,sd__X_k,0.6561843925545163,0.08701130827743499,0.5095345515230848,0.8502517908078959
ran_pars,cond,subj_id,sd__X_c:X_k,0.6528767855480941,0.11420056552549543,0.45189650374575513,0.8959577658785913
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.2097052124979304,0.11712986850181586,-0.428146535064545,0.02807626067039625
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.012034005079557757,0.17461337389141987,-0.3234937871323796,0.34961635435708965
