Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(X_c)-(0.0) = 0,0.23163639885837023,0.10533915577577302,0.030129137768125338,0.44044947396876183,NA,NA,*
(X_k)-(0.0) = 0,-0.1734373636884732,0.16170299550049186,-0.4882149811475231,0.13722562188380616,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.07266316090487186,0.18170349747484218,-0.43742468378495847,0.2793748904565064,NA,NA,
(X_c)-(0.0) = 0,-0.09382194212883821,0.11900388555336397,-0.3207138383569192,0.13695785733988344,NA,NA,
(X_k)-(0.0) = 0,-0.39220651342723184,0.14708447134503316,-0.6781827178351176,-0.09365530021342981,NA,NA,*
(X_c:X_k)-(0.0) = 0,0.09507450558399173,0.16007200139193603,-0.20863659890471947,0.4138098039296296,NA,NA,
(X_c)-(0.0) = 0,0.09206240643473568,0.1401499512830304,-0.17765241853722008,0.3680824786005422,NA,NA,
(X_k)-(0.0) = 0,0.2923990677069301,0.16702265190086052,-0.04116229646711922,0.6149518748292954,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.23364966838578746,0.17899784566776425,-0.6054916144412229,0.11638682087935276,NA,NA,
(X_c)-(0.0) = 0,-0.19713871006422282,0.12133981951704764,-0.4397925991458688,0.03268390308094204,NA,NA,
(X_k)-(0.0) = 0,-0.124177018260384,0.17855591356207823,-0.47279929690397227,0.21574556261772987,NA,NA,
(X_c:X_k)-(0.0) = 0,0.1468062441284802,0.15851887231840925,-0.17190124812728705,0.4550975192410505,NA,NA,
(X_c)-(0.0) = 0,0.040682211664665555,0.11134132765844698,-0.17786058154468085,0.26357397304059543,NA,NA,
(X_k)-(0.0) = 0,-0.24811818607867234,0.14856902375778877,-0.5437312137162137,0.03748238412274816,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.06176574610928847,0.17040585336890554,-0.38495213603457396,0.2765442919599712,NA,NA,
(X_c)-(0.0) = 0,-0.0688340497892665,0.13620451236000983,-0.3484428011984272,0.1969974587183492,NA,NA,
(X_k)-(0.0) = 0,-0.14247316008258354,0.15006839744177614,-0.43635902512353464,0.1485083295683857,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.16445556628687236,0.1739197752059992,-0.49569435523245603,0.18093134366178132,NA,NA,
(X_c)-(0.0) = 0,0.03506611280364671,0.12071042415516464,-0.20486897894105943,0.2708743596267687,NA,NA,
(X_k)-(0.0) = 0,0.0778347944396548,0.16697260082933232,-0.24920240474925237,0.40781663688449465,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.23199002745851804,0.1973076100676635,-0.6253979426732236,0.15112943798629055,NA,NA,
(X_c)-(0.0) = 0,0.13983814652737375,0.12365402439501366,-0.10513609537834669,0.3804015990893305,NA,NA,
(X_k)-(0.0) = 0,-0.1762638824005491,0.14481680502235592,-0.45969117404876664,0.10160517460885314,NA,NA,
(X_c:X_k)-(0.0) = 0,0.03653143337152023,0.16169602856753326,-0.2819510571621706,0.351046366158051,NA,NA,
(X_c)-(0.0) = 0,-0.09241949468948395,0.12072878544867115,-0.3253224777319197,0.14031292067070328,NA,NA,
(X_k)-(0.0) = 0,-0.08353691705382867,0.1675709131753544,-0.4073546906210419,0.24430934920563557,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.041480127241623754,0.1653367820272431,-0.374851794668069,0.2811238694919326,NA,NA,
(X_c)-(0.0) = 0,0.05731611741098166,0.11625670534634341,-0.1719815553354494,0.28009878860803766,NA,NA,
(X_k)-(0.0) = 0,0.07237074291732098,0.19215052440518926,-0.3121744456540533,0.4389651980139982,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.22385354345167494,0.16694729446757134,-0.5635805783773451,0.10505872895140404,NA,NA,
(X_c)-(0.0) = 0,0.0331160051911679,0.11993857379656223,-0.19608851362459048,0.27191255832461825,NA,NA,
(X_k)-(0.0) = 0,-0.2300844456324527,0.17404815678529956,-0.5677545296765947,0.11784745737999533,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.05797936861373966,0.16767706601449736,-0.39148946443840826,0.2622744082980005,NA,NA,
(X_c)-(0.0) = 0,-0.031905702062941174,0.12518783627576055,-0.276168255288154,0.21372018982046131,NA,NA,
(X_k)-(0.0) = 0,-0.008450417753821389,0.15042902721701878,-0.3027974393233417,0.2891519773693636,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.03549551195929284,0.1542034426136137,-0.3429008454703924,0.26446126849481694,NA,NA,
(X_c)-(0.0) = 0,-0.05573119592044416,0.1212971667131816,-0.28853328912066517,0.18217354751044268,NA,NA,
(X_k)-(0.0) = 0,0.1609088234368992,0.14211123623755934,-0.12976303900503058,0.43824793518369787,NA,NA,
(X_c:X_k)-(0.0) = 0,0.1924588909143458,0.16018208297437478,-0.12662631322846435,0.5120918270543938,NA,NA,
(X_c)-(0.0) = 0,0.008223026658115024,0.10025820130310009,-0.19257033487532857,0.20690649647491832,NA,NA,
(X_k)-(0.0) = 0,-0.19400308606726005,0.16241019170384685,-0.5092930169860665,0.12333358946847303,NA,NA,
(X_c:X_k)-(0.0) = 0,0.19125115224688863,0.17265335940922588,-0.15094429190495742,0.5277846355796414,NA,NA,
(X_c)-(0.0) = 0,0.057142037554993565,0.13369128827804036,-0.2055396415341135,0.3230350643373957,NA,NA,
(X_k)-(0.0) = 0,0.04245504413386886,0.17223612770293203,-0.28849340966531434,0.3802874270932988,NA,NA,
(X_c:X_k)-(0.0) = 0,0.11935440316760505,0.1602190477474237,-0.1923982463994613,0.4384780265498195,NA,NA,
(X_c)-(0.0) = 0,-0.025376900467079237,0.12447368043003454,-0.2734603244952838,0.21406839285971546,NA,NA,
(X_k)-(0.0) = 0,0.1489076110821922,0.16384913775107557,-0.18252052015638856,0.4599077688488094,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.012808816243471107,0.1950427349838748,-0.38953573337908015,0.3811987255708403,NA,NA,
(X_c)-(0.0) = 0,0.05293867101192384,0.13496846120599548,-0.21556980446682908,0.3200857718049253,NA,NA,
(X_k)-(0.0) = 0,-0.15557860448893585,0.1475769564087432,-0.44952581738813385,0.13263836461346193,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.03514667184454018,0.16207924308306923,-0.35994168588329695,0.27931162745510235,NA,NA,
(X_c)-(0.0) = 0,0.0628887173662449,0.10732301400716984,-0.15341284725284426,0.26707361608460856,NA,NA,
(X_k)-(0.0) = 0,-0.02038623548893705,0.1366841568340902,-0.29209036482260115,0.24294546050002294,NA,NA,
(X_c:X_k)-(0.0) = 0,0.06076384753216667,0.17301038989967307,-0.27459758123032896,0.40174910254590734,NA,NA,
(X_c)-(0.0) = 0,0.11849754159020451,0.14487948219125305,-0.16236197485654524,0.4121441973856027,NA,NA,
(X_k)-(0.0) = 0,0.14118918132789718,0.15178911641666357,-0.16077118595354528,0.43808455874312424,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.12289305267229872,0.16111745277010808,-0.428005694816499,0.19857927237361794,NA,NA,
(X_c)-(0.0) = 0,0.0567049503627342,0.10412650996440846,-0.14632630571547905,0.26416385700302275,NA,NA,
(X_k)-(0.0) = 0,0.10870806051712964,0.14523660453199125,-0.17982458177747376,0.3871938913151154,NA,NA,
(X_c:X_k)-(0.0) = 0,0.06632571563120672,0.16731880401826157,-0.26755125147890213,0.4021529488739692,NA,NA,
(X_c)-(0.0) = 0,-0.047814213215449625,0.13946897271237874,-0.32997186792368216,0.22430547240431106,NA,NA,
(X_k)-(0.0) = 0,0.05681098531015702,0.15386392299798055,-0.24997604599186518,0.35166527384211416,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.30091727820280667,0.1823778491350503,-0.6585173252751729,0.05010436170637538,NA,NA,
(X_c)-(0.0) = 0,-0.009464586986936847,0.11654985514372927,-0.23702290903463377,0.21663109374128808,NA,NA,
(X_k)-(0.0) = 0,-0.10604623755191069,0.16522548183392283,-0.42753084150289983,0.22408916766841344,NA,NA,
(X_c:X_k)-(0.0) = 0,0.03658459157504847,0.16332410123302848,-0.2823181248753629,0.36511495222835727,NA,NA,
(X_c)-(0.0) = 0,0.01698549814517816,0.12943313189935252,-0.23371882564399496,0.2629657509085727,NA,NA,
(X_k)-(0.0) = 0,0.0951603996836541,0.16691927769924975,-0.2403887541778889,0.4186699278190989,NA,NA,
(X_c:X_k)-(0.0) = 0,0.14059878898826245,0.16177015664990632,-0.17258780143602193,0.45073747802200986,NA,NA,
(X_c)-(0.0) = 0,-0.058889803327797204,0.1393759885932075,-0.32020858797696605,0.22093000684660016,NA,NA,
(X_k)-(0.0) = 0,-0.06289914773959328,0.1577621121572678,-0.3821974380563094,0.24838194820050422,NA,NA,
(X_c:X_k)-(0.0) = 0,0.23578491035315477,0.17236863876621578,-0.10700898996592459,0.5721095072331537,NA,NA,
